date,open,high,low,close,volume,timeframe,instrument_type
2025-11-03 11:45:00+05:30,26215.9,26239.6,26214.5,26222.8,1625,15m,FUTURES
2025-11-03 12:00:00+05:30,26222.8,26234.4,26205.1,26205.1,1430,15m,FUTURES
2025-11-03 12:15:00+05:30,26205.1,26223.0,26204.9,26221.0,1170,15m,FUTURES
2025-11-03 12:30:00+05:30,26221.0,26221.0,26205.0,26221.0,6045,15m,FUTURES
2025-11-03 12:45:00+05:30,26221.0,26248.6,26221.0,26248.6,715,15m,FUTURES
2025-11-03 13:00:00+05:30,26248.6,26248.6,26222.3,26233.2,1040,15m,FUTURES
2025-11-03 13:15:00+05:30,26233.2,26248.0,26226.8,26239.8,1105,15m,FUTURES
2025-11-03 13:30:00+05:30,26239.8,26244.9,26239.8,26243.9,195,15m,FUTURES
2025-11-03 13:45:00+05:30,26243.9,26250.0,26227.8,26250.0,1820,15m,FUTURES
2025-11-03 14:00:00+05:30,26250.0,26265.0,26250.0,26258.3,1885,15m,FUTURES
2025-11-03 14:15:00+05:30,26258.3,26284.3,26258.3,26267.3,2015,15m,FUTURES
2025-11-03 14:30:00+05:30,26267.3,26272.7,26256.0,26258.3,975,15m,FUTURES
2025-11-03 14:45:00+05:30,26258.3,26258.3,26231.8,26241.0,1105,15m,FUTURES
2025-11-03 15:00:00+05:30,26241.0,26258.9,26241.0,26250.0,780,15m,FUTURES
2025-11-03 15:15:00+05:30,26250.0,26258.9,26246.5,26258.0,3705,15m,FUTURES
2025-11-04 09:15:00+05:30,26235.0,26255.0,26200.0,26203.0,12155,15m,FUTURES
2025-11-04 09:30:00+05:30,26203.0,26203.0,26175.0,26199.8,10790,15m,FUTURES
2025-11-04 09:45:00+05:30,26199.8,26199.8,26166.0,26181.0,7215,15m,FUTURES
2025-11-04 10:00:00+05:30,26181.0,26197.8,26170.1,26182.5,4030,15m,FUTURES
2025-11-04 10:15:00+05:30,26182.5,26187.2,26155.0,26187.2,2925,15m,FUTURES
2025-11-04 10:30:00+05:30,26187.2,26187.2,26175.6,26176.3,780,15m,FUTURES
2025-11-04 10:45:00+05:30,26176.3,26178.6,26165.0,26178.6,1040,15m,FUTURES
2025-11-04 11:00:00+05:30,26178.6,26188.0,26155.1,26155.2,3900,15m,FUTURES
2025-11-04 11:15:00+05:30,26155.2,26162.5,26141.0,26156.1,5005,15m,FUTURES
2025-11-04 11:30:00+05:30,26156.1,26156.1,26130.0,26130.3,4485,15m,FUTURES
2025-11-04 11:45:00+05:30,26130.3,26145.8,26130.0,26139.0,2080,15m,FUTURES
2025-11-04 12:00:00+05:30,26139.0,26151.2,26134.3,26151.2,1625,15m,FUTURES
2025-11-04 12:15:00+05:30,26151.2,26157.8,26148.5,26150.0,1755,15m,FUTURES
2025-11-04 12:30:00+05:30,26150.0,26150.0,26130.0,26142.0,2080,15m,FUTURES
2025-11-04 12:45:00+05:30,26142.0,26149.9,26140.0,26140.0,390,15m,FUTURES
2025-11-04 13:00:00+05:30,26140.0,26150.0,26140.0,26142.0,585,15m,FUTURES
2025-11-04 13:15:00+05:30,26142.0,26143.2,26121.0,26139.5,1885,15m,FUTURES
2025-11-04 13:30:00+05:30,26139.5,26149.9,26122.2,26147.9,1300,15m,FUTURES
2025-11-04 13:45:00+05:30,26147.9,26147.9,26135.0,26135.0,585,15m,FUTURES
2025-11-04 14:00:00+05:30,26135.0,26135.8,26090.0,26097.0,8905,15m,FUTURES
2025-11-04 14:15:00+05:30,26097.0,26105.0,26080.0,26100.0,6760,15m,FUTURES
2025-11-04 14:30:00+05:30,26100.0,26111.7,26095.0,26095.0,3315,15m,FUTURES
2025-11-04 14:45:00+05:30,26095.0,26097.1,26075.1,26090.9,3770,15m,FUTURES
2025-11-04 15:00:00+05:30,26090.9,26100.0,26081.6,26094.2,6110,15m,FUTURES
2025-11-04 15:15:00+05:30,26094.2,26094.2,26066.4,26066.4,9360,15m,FUTURES
2025-11-06 09:15:00+05:30,26083.3,26159.2,26077.3,26104.9,13260,15m,FUTURES
2025-11-06 09:30:00+05:30,26104.9,26112.0,26079.0,26079.0,5200,15m,FUTURES
2025-11-06 09:45:00+05:30,26079.0,26105.0,26078.1,26101.0,2535,15m,FUTURES
2025-11-06 10:00:00+05:30,26101.0,26114.6,26015.1,26020.0,4745,15m,FUTURES
2025-11-06 10:15:00+05:30,26020.0,26025.2,26000.1,26000.1,6240,15m,FUTURES
2025-11-06 10:30:00+05:30,26000.1,26009.6,25988.0,25999.0,4745,15m,FUTURES
2025-11-06 10:45:00+05:30,25999.0,26038.0,25999.0,26024.0,3510,15m,FUTURES
2025-11-06 11:00:00+05:30,26024.0,26050.0,26020.4,26029.9,2210,15m,FUTURES
2025-11-06 11:15:00+05:30,26029.9,26029.9,26003.2,26006.1,1495,15m,FUTURES
2025-11-06 11:30:00+05:30,26006.1,26008.2,26000.0,26008.2,975,15m,FUTURES
2025-11-06 11:45:00+05:30,26008.2,26029.0,26008.0,26010.0,1625,15m,FUTURES
2025-11-06 12:00:00+05:30,26010.0,26034.4,26010.0,26018.0,715,15m,FUTURES
2025-11-06 12:15:00+05:30,26018.0,26027.6,26005.0,26005.0,2080,15m,FUTURES
2025-11-06 12:30:00+05:30,26005.0,26037.5,26005.0,26037.5,1300,15m,FUTURES
2025-11-06 12:45:00+05:30,26037.5,26086.7,26035.0,26076.4,2730,15m,FUTURES
2025-11-06 13:00:00+05:30,26076.4,26082.6,26027.5,26050.8,5135,15m,FUTURES
2025-11-06 13:15:00+05:30,26050.8,26055.0,26040.0,26055.0,1235,15m,FUTURES
2025-11-06 13:30:00+05:30,26055.0,26056.0,26024.5,26029.2,1040,15m,FUTURES
2025-11-06 13:45:00+05:30,26029.2,26029.2,25981.0,25997.6,5395,15m,FUTURES
2025-11-06 14:00:00+05:30,25997.6,25998.0,25982.0,25990.5,4615,15m,FUTURES
2025-11-06 14:15:00+05:30,25990.5,26004.0,25989.0,25992.9,3575,15m,FUTURES
2025-11-06 14:30:00+05:30,25992.9,26020.9,25992.9,26004.9,910,15m,FUTURES
2025-11-06 14:45:00+05:30,26004.9,26020.0,25996.9,26020.0,2080,15m,FUTURES
2025-11-06 15:00:00+05:30,26020.0,26020.0,25975.0,25977.0,4290,15m,FUTURES
2025-11-06 15:15:00+05:30,25977.0,26000.0,25977.0,25990.3,4940,15m,FUTURES
2025-11-07 09:15:00+05:30,25900.1,25901.1,25806.7,25830.0,29055,15m,FUTURES
2025-11-07 09:30:00+05:30,25830.0,25837.9,25803.2,25837.9,10270,15m,FUTURES
2025-11-07 09:45:00+05:30,25837.9,25867.0,25814.4,25820.4,8125,15m,FUTURES
2025-11-07 10:00:00+05:30,25820.4,25830.0,25820.0,25830.0,4355,15m,FUTURES
2025-11-07 10:15:00+05:30,25830.0,25846.1,25826.0,25840.8,2210,15m,FUTURES
2025-11-07 10:30:00+05:30,25840.8,25865.0,25839.0,25862.0,3900,15m,FUTURES
2025-11-07 10:45:00+05:30,25862.0,25865.0,25835.0,25835.0,1495,15m,FUTURES
2025-11-07 11:00:00+05:30,25835.0,25886.0,25835.0,25886.0,3055,15m,FUTURES
2025-11-07 11:15:00+05:30,25886.0,25919.0,25874.7,25913.2,10595,15m,FUTURES
2025-11-07 11:30:00+05:30,25913.2,25948.9,25913.2,25922.0,5265,15m,FUTURES
2025-11-07 11:45:00+05:30,25922.0,25925.0,25900.0,25912.0,2145,15m,FUTURES
2025-11-07 12:00:00+05:30,25912.0,25920.0,25902.0,25920.0,2600,15m,FUTURES
2025-11-07 12:15:00+05:30,25920.0,25931.5,25920.0,25926.0,1105,15m,FUTURES
2025-11-07 12:30:00+05:30,25926.0,25947.0,25926.0,25935.4,2080,15m,FUTURES
2025-11-07 12:45:00+05:30,25935.4,25954.9,25930.4,25942.1,6110,15m,FUTURES
2025-11-07 13:00:00+05:30,25942.1,25950.0,25931.8,25940.0,5070,15m,FUTURES
2025-11-07 13:15:00+05:30,25940.0,26004.9,25940.0,26003.8,6045,15m,FUTURES
2025-11-07 13:30:00+05:30,26003.8,26015.8,25990.0,26005.0,7085,15m,FUTURES
2025-11-07 13:45:00+05:30,26005.0,26013.3,25960.0,25960.0,3835,15m,FUTURES
2025-11-07 14:00:00+05:30,25960.0,25960.0,25922.6,25934.1,4095,15m,FUTURES
2025-11-07 14:15:00+05:30,25934.1,26000.0,25932.0,25994.6,3380,15m,FUTURES
2025-11-07 14:30:00+05:30,25994.6,25999.7,25972.0,25977.4,2730,15m,FUTURES
2025-11-07 14:45:00+05:30,25977.4,25981.7,25950.7,25955.0,1885,15m,FUTURES
2025-11-07 15:00:00+05:30,25955.0,25955.0,25935.0,25938.3,2015,15m,FUTURES
2025-11-07 15:15:00+05:30,25938.3,25985.0,25938.3,25985.0,3965,15m,FUTURES
2025-11-10 09:15:00+05:30,25956.1,26085.9,25956.1,26000.0,6435,15m,FUTURES
2025-11-10 09:30:00+05:30,26000.0,26030.0,26000.0,26000.0,2795,15m,FUTURES
2025-11-10 09:45:00+05:30,26000.0,26068.3,26000.0,26022.6,9100,15m,FUTURES
2025-11-10 10:00:00+05:30,26022.6,26041.0,26010.6,26041.0,2990,15m,FUTURES
2025-11-10 10:15:00+05:30,26041.0,26071.9,26041.0,26065.0,3835,15m,FUTURES
2025-11-10 10:30:00+05:30,26065.0,26075.0,26051.0,26051.0,4810,15m,FUTURES
2025-11-10 10:45:00+05:30,26051.0,26064.1,26048.6,26058.3,2600,15m,FUTURES
2025-11-10 11:00:00+05:30,26058.3,26080.0,26058.3,26075.0,4485,15m,FUTURES
2025-11-10 11:15:00+05:30,26075.0,26098.9,26075.0,26086.3,4680,15m,FUTURES
2025-11-10 11:30:00+05:30,26086.3,26095.9,26077.1,26083.9,1365,15m,FUTURES
2025-11-10 11:45:00+05:30,26083.9,26085.0,26071.5,26073.8,1105,15m,FUTURES
2025-11-10 12:00:00+05:30,26073.8,26075.3,26061.1,26075.3,1690,15m,FUTURES
2025-11-10 12:15:00+05:30,26075.3,26090.0,26070.0,26080.2,780,15m,FUTURES
2025-11-10 12:30:00+05:30,26080.2,26095.0,26075.1,26095.0,1235,15m,FUTURES
2025-11-10 12:45:00+05:30,26095.0,26095.0,26085.9,26090.0,260,15m,FUTURES
2025-11-10 13:00:00+05:30,26090.0,26092.5,26075.2,26084.2,1170,15m,FUTURES
2025-11-10 13:15:00+05:30,26084.2,26087.3,26070.5,26077.0,1495,15m,FUTURES
2025-11-10 13:30:00+05:30,26077.0,26088.9,26061.0,26061.0,910,15m,FUTURES
2025-11-10 13:45:00+05:30,26061.0,26074.2,26050.0,26060.6,2470,15m,FUTURES
2025-11-10 14:00:00+05:30,26060.6,26077.5,26060.4,26077.5,1040,15m,FUTURES
2025-11-10 14:15:00+05:30,26077.5,26098.2,26071.1,26087.2,2535,15m,FUTURES
2025-11-10 14:30:00+05:30,26087.2,26095.3,26070.3,26075.0,1365,15m,FUTURES
2025-11-10 14:45:00+05:30,26075.0,26087.9,26070.0,26079.9,3055,15m,FUTURES
2025-11-10 15:00:00+05:30,26079.9,26079.9,26041.4,26050.0,4355,15m,FUTURES
2025-11-10 15:15:00+05:30,26050.0,26069.0,26043.9,26043.9,8710,15m,FUTURES
2025-11-11 09:15:00+05:30,26038.0,26099.1,25990.0,26000.1,12155,15m,FUTURES
2025-11-11 09:30:00+05:30,26000.1,26016.0,25975.0,26011.0,7605,15m,FUTURES
2025-11-11 09:45:00+05:30,26011.0,26016.0,25980.0,26002.0,4485,15m,FUTURES
2025-11-11 10:00:00+05:30,26002.0,26016.0,25992.1,26012.5,2665,15m,FUTURES
2025-11-11 10:15:00+05:30,26012.5,26012.5,25976.0,25989.0,2340,15m,FUTURES
2025-11-11 10:30:00+05:30,25989.0,25989.0,25935.0,25943.5,8840,15m,FUTURES
2025-11-11 10:45:00+05:30,25943.5,25980.0,25943.5,25970.1,3055,15m,FUTURES
2025-11-11 11:00:00+05:30,25970.1,25983.6,25964.8,25977.0,2405,15m,FUTURES
2025-11-11 11:15:00+05:30,25977.0,25977.0,25955.0,25964.0,1950,15m,FUTURES
2025-11-11 11:30:00+05:30,25964.0,25990.0,25960.0,25990.0,2340,15m,FUTURES
2025-11-11 11:45:00+05:30,25990.0,26024.0,25982.3,26005.2,3445,15m,FUTURES
2025-11-11 12:00:00+05:30,26005.2,26033.9,26005.2,26015.0,2340,15m,FUTURES
2025-11-11 12:15:00+05:30,26015.0,26059.0,26015.0,26059.0,3510,15m,FUTURES
2025-11-11 12:30:00+05:30,26059.0,26071.9,26037.5,26046.0,4030,15m,FUTURES
2025-11-11 12:45:00+05:30,26046.0,26062.6,26036.0,26043.9,1820,15m,FUTURES
2025-11-11 13:00:00+05:30,26043.9,26055.6,26043.9,26055.6,650,15m,FUTURES
2025-11-11 13:15:00+05:30,26055.6,26088.8,26055.6,26074.2,5200,15m,FUTURES
2025-11-11 13:30:00+05:30,26074.2,26109.3,26074.2,26098.0,6955,15m,FUTURES
2025-11-11 13:45:00+05:30,26098.0,26141.0,26090.7,26100.0,9230,15m,FUTURES
2025-11-11 14:00:00+05:30,26100.0,26132.6,26100.0,26120.0,5135,15m,FUTURES
2025-11-11 14:15:00+05:30,26120.0,26150.8,26118.5,26145.0,7605,15m,FUTURES
2025-11-11 14:30:00+05:30,26145.0,26158.8,26130.0,26145.0,5460,15m,FUTURES
2025-11-11 14:45:00+05:30,26145.0,26154.2,26135.0,26142.1,3055,15m,FUTURES
2025-11-11 15:00:00+05:30,26142.1,26159.2,26142.1,26145.4,3965,15m,FUTURES
2025-11-11 15:15:00+05:30,26145.4,26187.0,26145.4,26187.0,9750,15m,FUTURES
2025-11-12 09:15:00+05:30,26282.7,26306.0,26253.0,26253.0,34450,15m,FUTURES
2025-11-12 09:30:00+05:30,26253.0,26279.9,26245.7,26271.8,9035,15m,FUTURES
2025-11-12 09:45:00+05:30,26271.8,26288.9,26270.0,26278.1,7540,15m,FUTURES
2025-11-12 10:00:00+05:30,26278.1,26285.0,26270.0,26270.7,3380,15m,FUTURES
2025-11-12 10:15:00+05:30,26270.7,26285.0,26258.0,26270.9,3575,15m,FUTURES
2025-11-12 10:30:00+05:30,26270.9,26307.0,26264.0,26304.9,11180,15m,FUTURES
2025-11-12 10:45:00+05:30,26304.9,26315.0,26303.8,26305.0,5070,15m,FUTURES
2025-11-12 11:00:00+05:30,26305.0,26313.5,26298.4,26305.9,2730,15m,FUTURES
2025-11-12 11:15:00+05:30,26305.9,26310.0,26303.1,26310.0,6110,15m,FUTURES
2025-11-12 11:30:00+05:30,26310.0,26325.9,26304.0,26310.5,7865,15m,FUTURES
2025-11-12 11:45:00+05:30,26310.5,26325.0,26310.5,26313.5,2665,15m,FUTURES
2025-11-12 12:00:00+05:30,26313.5,26320.0,26304.5,26307.8,1560,15m,FUTURES
2025-11-12 12:15:00+05:30,26307.8,26325.0,26307.0,26325.0,2275,15m,FUTURES
2025-11-12 12:30:00+05:30,26325.0,26350.0,26321.0,26345.2,8515,15m,FUTURES
2025-11-12 12:45:00+05:30,26345.2,26350.0,26329.5,26340.0,3185,15m,FUTURES
2025-11-12 13:00:00+05:30,26340.0,26349.6,26339.0,26349.6,1560,15m,FUTURES
2025-11-12 13:15:00+05:30,26349.6,26350.0,26338.9,26338.9,3900,15m,FUTURES
2025-11-12 13:30:00+05:30,26338.9,26348.0,26330.0,26345.1,975,15m,FUTURES
2025-11-12 13:45:00+05:30,26345.1,26348.0,26337.4,26337.4,1950,15m,FUTURES
2025-11-12 14:00:00+05:30,26337.4,26340.0,26320.1,26328.0,1950,15m,FUTURES
2025-11-12 14:15:00+05:30,26328.0,26329.7,26317.9,26329.7,1950,15m,FUTURES
2025-11-12 14:30:00+05:30,26329.7,26329.7,26316.6,26322.0,1105,15m,FUTURES
2025-11-12 14:45:00+05:30,26322.0,26330.0,26321.0,26328.0,2080,15m,FUTURES
2025-11-12 15:00:00+05:30,26328.0,26346.8,26328.0,26330.0,3380,15m,FUTURES
2025-11-12 15:15:00+05:30,26330.0,26332.7,26315.4,26315.4,6500,15m,FUTURES
2025-11-13 09:15:00+05:30,26318.8,26319.7,26260.1,26312.0,19825,15m,FUTURES
2025-11-13 09:30:00+05:30,26312.0,26314.3,26278.0,26290.0,9620,15m,FUTURES
2025-11-13 09:45:00+05:30,26290.0,26319.9,26290.0,26300.0,5460,15m,FUTURES
2025-11-13 10:00:00+05:30,26300.0,26329.9,26300.0,26327.0,2405,15m,FUTURES
2025-11-13 10:15:00+05:30,26328.0,26336.9,26328.0,26329.0,4095,15m,FUTURES
2025-11-13 10:30:00+05:30,26329.0,26350.0,26329.0,26345.0,4550,15m,FUTURES
2025-11-13 10:45:00+05:30,26345.0,26374.7,26344.9,26374.7,9230,15m,FUTURES
2025-11-13 11:00:00+05:30,26374.7,26406.3,26370.0,26384.0,10205,15m,FUTURES
2025-11-13 11:15:00+05:30,26384.0,26395.5,26376.1,26391.0,5265,15m,FUTURES
2025-11-13 11:30:00+05:30,26391.0,26397.9,26378.0,26384.2,5655,15m,FUTURES
2025-11-13 11:45:00+05:30,26384.2,26397.9,26383.8,26390.0,1365,15m,FUTURES
2025-11-13 12:00:00+05:30,26390.0,26405.0,26384.4,26395.1,3185,15m,FUTURES
2025-11-13 12:15:00+05:30,26395.1,26410.0,26395.0,26407.0,5460,15m,FUTURES
2025-11-13 12:30:00+05:30,26407.0,26407.8,26361.0,26375.1,9360,15m,FUTURES
2025-11-13 12:45:00+05:30,26375.1,26381.8,26360.0,26381.5,6370,15m,FUTURES
2025-11-13 13:00:00+05:30,26381.5,26397.7,26381.5,26388.1,1300,15m,FUTURES
2025-11-13 13:15:00+05:30,26388.1,26409.6,26387.6,26398.0,1040,15m,FUTURES
2025-11-13 13:30:00+05:30,26398.0,26418.0,26386.0,26416.0,3640,15m,FUTURES
2025-11-13 13:45:00+05:30,26416.0,26418.0,26350.0,26350.0,4680,15m,FUTURES
2025-11-13 14:00:00+05:30,26348.9,26350.0,26289.0,26303.7,14430,15m,FUTURES
2025-11-13 14:15:00+05:30,26303.7,26346.5,26303.7,26346.3,4810,15m,FUTURES
2025-11-13 14:30:00+05:30,26346.3,26346.3,26320.0,26339.0,2860,15m,FUTURES
2025-11-13 14:45:00+05:30,26339.0,26339.0,26305.0,26305.0,3120,15m,FUTURES
2025-11-13 15:00:00+05:30,26303.7,26310.6,26289.4,26302.1,2600,15m,FUTURES
2025-11-13 15:15:00+05:30,26302.1,26327.9,26300.0,26313.5,5785,15m,FUTURES
2025-11-14 09:15:00+05:30,26250.1,26300.0,26225.0,26279.0,22035,15m,FUTURES
2025-11-14 09:30:00+05:30,26279.0,26344.8,26275.1,26303.0,9945,15m,FUTURES
2025-11-14 09:45:00+05:30,26303.0,26317.9,26245.0,26260.0,11245,15m,FUTURES
2025-11-14 10:00:00+05:30,26260.0,26261.1,26219.3,26235.0,13520,15m,FUTURES
2025-11-14 10:15:00+05:30,26235.0,26259.1,26226.6,26240.0,9620,15m,FUTURES
2025-11-14 10:30:00+05:30,26240.0,26244.4,26200.0,26216.9,11635,15m,FUTURES
2025-11-14 10:45:00+05:30,26216.9,26309.0,26216.9,26303.1,9750,15m,FUTURES
2025-11-14 11:00:00+05:30,26303.1,26316.0,26281.7,26309.9,7150,15m,FUTURES
2025-11-14 11:15:00+05:30,26309.9,26319.9,26265.0,26285.5,3055,15m,FUTURES
2025-11-14 11:30:00+05:30,26271.0,26272.0,26245.0,26248.6,6955,15m,FUTURES
2025-11-14 11:45:00+05:30,26248.6,26267.8,26245.0,26248.0,1300,15m,FUTURES
2025-11-14 12:00:00+05:30,26248.0,26295.9,26247.6,26280.5,1300,15m,FUTURES
2025-11-14 12:15:00+05:30,26280.5,26298.0,26273.2,26295.0,2080,15m,FUTURES
2025-11-14 12:30:00+05:30,26295.0,26295.0,26250.1,26262.9,3445,15m,FUTURES
2025-11-14 12:45:00+05:30,26262.9,26276.6,26248.0,26256.0,2145,15m,FUTURES
2025-11-14 13:00:00+05:30,26256.0,26256.6,26248.0,26253.0,1885,15m,FUTURES
2025-11-14 13:15:00+05:30,26265.2,26266.0,26261.3,26266.0,325,15m,FUTURES
2025-11-14 13:30:00+05:30,26266.0,26266.0,26207.0,26207.0,6825,15m,FUTURES
2025-11-14 13:45:00+05:30,26207.0,26230.3,26188.0,26205.0,12220,15m,FUTURES
2025-11-14 14:00:00+05:30,26205.0,26227.6,26205.0,26221.3,3250,15m,FUTURES
2025-11-14 14:15:00+05:30,26221.3,26249.0,26210.0,26249.0,2080,15m,FUTURES
2025-11-14 14:30:00+05:30,26249.0,26251.1,26223.0,26244.4,1820,15m,FUTURES
2025-11-14 14:45:00+05:30,26244.4,26247.0,26206.9,26224.4,2210,15m,FUTURES
2025-11-14 15:00:00+05:30,26224.4,26320.0,26220.0,26310.0,23790,15m,FUTURES
2025-11-14 15:15:00+05:30,26310.0,26324.0,26306.0,26308.0,13715,15m,FUTURES
2025-11-17 09:15:00+05:30,26330.0,26375.0,26309.9,26373.0,13845,15m,FUTURES
2025-11-17 09:30:00+05:30,26373.0,26386.8,26365.1,26370.0,7475,15m,FUTURES
2025-11-17 09:45:00+05:30,26370.0,26385.0,26365.0,26373.0,4355,15m,FUTURES
2025-11-17 10:00:00+05:30,26373.0,26383.9,26357.1,26368.6,3705,15m,FUTURES
2025-11-17 10:15:00+05:30,26368.6,26378.9,26344.8,26347.5,6500,15m,FUTURES
2025-11-17 10:30:00+05:30,26347.5,26369.0,26335.9,26350.0,3315,15m,FUTURES
2025-11-17 10:45:00+05:30,26350.0,26357.9,26341.0,26357.9,1690,15m,FUTURES
2025-11-17 11:00:00+05:30,26357.9,26373.2,26355.3,26362.0,3315,15m,FUTURES
2025-11-17 11:15:00+05:30,26362.0,26372.0,26330.0,26340.0,4095,15m,FUTURES
2025-11-17 11:30:00+05:30,26340.0,26358.0,26330.1,26345.0,2340,15m,FUTURES
2025-11-17 11:45:00+05:30,26345.0,26382.9,26345.0,26382.6,4615,15m,FUTURES
2025-11-17 12:00:00+05:30,26382.6,26383.0,26372.1,26383.0,1885,15m,FUTURES
2025-11-17 12:15:00+05:30,26383.0,26385.0,26380.0,26380.0,1755,15m,FUTURES
2025-11-17 12:30:00+05:30,26380.0,26395.0,26380.0,26389.0,4485,15m,FUTURES
2025-11-17 12:45:00+05:30,26389.0,26400.0,26389.0,26399.0,3510,15m,FUTURES
2025-11-17 13:00:00+05:30,26399.0,26399.0,26380.0,26394.9,4810,15m,FUTURES
2025-11-17 13:15:00+05:30,26394.9,26395.0,26379.7,26389.0,2990,15m,FUTURES
2025-11-17 13:30:00+05:30,26389.0,26396.0,26382.0,26386.6,1430,15m,FUTURES
2025-11-17 13:45:00+05:30,26386.6,26395.0,26386.6,26395.0,2340,15m,FUTURES
2025-11-17 14:00:00+05:30,26395.0,26414.8,26393.3,26406.5,7215,15m,FUTURES
2025-11-17 14:15:00+05:30,26406.5,26406.5,26384.3,26387.7,1495,15m,FUTURES
2025-11-17 14:30:00+05:30,26387.7,26400.0,26380.4,26380.4,1105,15m,FUTURES
2025-11-17 14:45:00+05:30,26380.4,26400.0,26380.4,26397.0,6045,15m,FUTURES
2025-11-17 15:00:00+05:30,26397.0,26406.0,26393.1,26400.0,3575,15m,FUTURES
2025-11-17 15:15:00+05:30,26400.0,26404.9,26393.0,26404.0,6435,15m,FUTURES
2025-11-18 09:15:00+05:30,26363.9,26364.1,26317.8,26357.5,14170,15m,FUTURES
2025-11-18 09:30:00+05:30,26357.5,26357.5,26336.0,26349.0,5070,15m,FUTURES
2025-11-18 09:45:00+05:30,26345.0,26349.1,26300.0,26300.0,19435,15m,FUTURES
2025-11-18 10:00:00+05:30,26300.0,26321.6,26280.9,26302.0,8385,15m,FUTURES
2025-11-18 10:15:00+05:30,26302.0,26319.7,26297.1,26300.0,3835,15m,FUTURES
2025-11-18 10:30:00+05:30,26300.0,26307.0,26286.0,26292.1,3770,15m,FUTURES
2025-11-18 10:45:00+05:30,26292.1,26329.9,26292.1,26315.0,2860,15m,FUTURES
2025-11-18 11:00:00+05:30,26315.0,26340.0,26315.0,26325.1,2470,15m,FUTURES
2025-11-18 11:15:00+05:30,26325.1,26345.0,26311.7,26311.7,3575,15m,FUTURES
2025-11-18 11:30:00+05:30,26311.7,26345.0,26311.7,26345.0,1885,15m,FUTURES
2025-11-18 11:45:00+05:30,26345.0,26361.9,26345.0,26354.2,4550,15m,FUTURES
2025-11-18 12:00:00+05:30,26354.2,26361.9,26344.9,26344.9,650,15m,FUTURES
2025-11-18 12:15:00+05:30,26344.9,26347.0,26330.0,26335.9,2015,15m,FUTURES
2025-11-18 12:30:00+05:30,26335.9,26340.9,26315.0,26333.8,845,15m,FUTURES
2025-11-18 12:45:00+05:30,26333.8,26340.0,26325.0,26336.7,910,15m,FUTURES
2025-11-18 13:00:00+05:30,26336.7,26352.0,26332.0,26348.0,1040,15m,FUTURES
2025-11-18 13:15:00+05:30,26348.0,26355.9,26348.0,26353.0,1365,15m,FUTURES
2025-11-18 13:30:00+05:30,26353.0,26370.0,26350.0,26350.0,2860,15m,FUTURES
2025-11-18 13:45:00+05:30,26350.0,26363.0,26345.6,26361.0,1755,15m,FUTURES
2025-11-18 14:00:00+05:30,26361.0,26384.0,26361.0,26381.0,4485,15m,FUTURES
2025-11-18 14:15:00+05:30,26381.0,26381.0,26360.1,26360.1,2340,15m,FUTURES
2025-11-18 14:30:00+05:30,26360.1,26367.2,26350.0,26356.4,1690,15m,FUTURES
2025-11-18 14:45:00+05:30,26356.4,26360.0,26343.0,26343.0,1820,15m,FUTURES
2025-11-18 15:00:00+05:30,26343.0,26343.0,26310.0,26315.0,11180,15m,FUTURES
2025-11-18 15:15:00+05:30,26315.0,26324.7,26301.6,26301.6,11635,15m,FUTURES
2025-11-19 09:15:00+05:30,26302.1,26315.0,26248.1,26301.0,6370,15m,FUTURES
2025-11-19 09:30:00+05:30,26301.0,26309.0,26278.0,26291.3,3705,15m,FUTURES
2025-11-19 09:45:00+05:30,26291.3,26310.9,26275.0,26308.6,4745,15m,FUTURES
2025-11-19 10:00:00+05:30,26308.6,26340.0,26308.0,26340.0,5200,15m,FUTURES
2025-11-19 10:15:00+05:30,26340.0,26353.0,26332.6,26338.3,8190,15m,FUTURES
2025-11-19 10:30:00+05:30,26338.3,26348.8,26331.2,26335.0,2795,15m,FUTURES
2025-11-19 10:45:00+05:30,26335.0,26339.0,26318.0,26321.2,1495,15m,FUTURES
2025-11-19 11:00:00+05:30,26321.2,26333.0,26307.0,26309.4,1430,15m,FUTURES
2025-11-19 11:15:00+05:30,26309.4,26326.0,26291.2,26326.0,1820,15m,FUTURES
2025-11-19 11:30:00+05:30,26326.0,26343.9,26326.0,26343.9,1105,15m,FUTURES
2025-11-19 11:45:00+05:30,26343.9,26353.0,26343.0,26349.7,5005,15m,FUTURES
2025-11-19 12:00:00+05:30,26349.7,26380.0,26349.7,26373.0,8710,15m,FUTURES
2025-11-19 12:15:00+05:30,26373.0,26395.9,26366.7,26384.8,12220,15m,FUTURES
2025-11-19 12:30:00+05:30,26384.8,26399.0,26380.0,26394.9,5785,15m,FUTURES
2025-11-19 12:45:00+05:30,26394.9,26398.5,26383.0,26384.0,2925,15m,FUTURES
2025-11-19 13:00:00+05:30,26384.0,26410.0,26380.5,26396.8,10270,15m,FUTURES
2025-11-19 13:15:00+05:30,26396.8,26396.8,26374.0,26374.0,1950,15m,FUTURES
2025-11-19 13:30:00+05:30,26374.0,26384.0,26370.0,26371.6,1820,15m,FUTURES
2025-11-19 13:45:00+05:30,26371.6,26394.0,26371.6,26392.0,1820,15m,FUTURES
2025-11-19 14:00:00+05:30,26392.0,26408.0,26380.0,26408.0,5915,15m,FUTURES
